단어,up,down,total,prob_up,prob_down,polarity_score
의욕/NNG,22,10,31,6.511646079012314e-06,4.094925281945843e-06,1.5901745772313784
갑작/NNG,24,10,33,7.103613904377069e-06,4.094925281945843e-06,1.7347359024342308
상품팀/NNG,16,2,17,4.735742602918046e-06,8.189850563891686e-07,5.782453008114104
자제/NNG,150,77,226,4.4397586902356686e-05,3.153092467098299e-05,1.4080648558719409
창출력/NNG,139,51,189,4.114176386285053e-05,2.08841189379238e-05,1.9700023728624028
국채선물/NNG;순매도/NNG;전환/NNG;수급/NNG;부담/NNG,16,5,20,4.735742602918046e-06,2.0474626409729214e-06,2.3129812032456414
서둘/VV,523,167,689,0.0001547995863328,6.838525220849557e-05,2.263639912607542
수련/NNG,90,4,93,2.663855214141401e-05,1.6379701127783371e-06,16.263149085320915
직장인/NNG,106,26,131,3.137429474433206e-05,1.0646805733059192e-05,2.946827013750456
인프라펀드/NNG,15,6,20,4.439758690235668e-06,2.4569551691675057e-06,1.807016565035657
대손충당금비율/NNG,33,12,44,9.76746911851847e-06,4.913910338335011e-06,1.987718221539223
앞세운/VV,25,11,35,7.399597817059448e-06,4.504417810140428e-06,1.6427423318505974
경영난/NNG,66,21,86,1.953493823703694e-05,8.59934309208627e-06,2.271677967473398
사로/NNG,21,4,24,6.215662166329935e-06,1.6379701127783371e-06,3.79473478657488
협회/NNG,374,112,485,0.0001106979833432,4.586316315779344e-05,2.413657840440485
매출/NNG,3075,1377,4451,0.0009101505314983,0.0005638712113239,1.6141106572213932
메이/NNG,34,6,39,1.0063453031200847e-05,2.4569551691675057e-06,4.095904214080822
경제/NNG;호황/NNG,25,10,34,7.399597817059448e-06,4.094925281945843e-06,1.807016565035657
경제/NNG;고성장/NNG,13,6,18,3.847790864870912e-06,2.4569551691675057e-06,1.5660810230309028
소급/NNG,19,10,28,5.62369434096518e-06,4.094925281945843e-06,1.3733325894270996
예방/NNG,160,75,234,4.735742602918046e-05,3.0711939614593825e-05,1.5419874688304274
각인/NNG,16,3,18,4.735742602918046e-06,1.2284775845837528e-06,3.854968672076069
아민/NNG,16,6,21,4.735742602918046e-06,2.4569551691675057e-06,1.9274843360380345
유안/NNG,25,6,30,7.399597817059448e-06,2.4569551691675057e-06,3.011694275059429
주형/NNG,46,8,53,1.3615259983389385e-05,3.2759402255566742e-06,4.156138099582011
인플레이/NNG,13,5,17,3.847790864870912e-06,2.0474626409729214e-06,1.879297227637084
마이너스/NNG;축소/NNG,14,7,20,4.143774777553291e-06,2.86644769736209e-06,1.445613252028526
맞닿/VV,15,8,22,4.439758690235668e-06,3.2759402255566742e-06,1.355262423776743
금리/NNG;인상/NNG;가능성/NNG;낮/VA,69,23,91,2.0422889975084075e-05,9.41832814847544e-06,2.168419878042789
일제히/MAG,1548,479,2026,0.0004581830968323,0.0001961469210052,2.335917864446929
미정/NNG,78,26,103,2.308674518922548e-05,1.0646805733059192e-05,2.168419878042789
복무/NNG,49,6,54,1.4503211721436517e-05,2.4569551691675057e-06,5.902920779116481
금융시장/NNG;위험/NNG,19,10,28,5.62369434096518e-06,4.094925281945843e-06,1.3733325894270996
긴축정책/NNG;전환/NNG,31,16,46,9.175501293153715e-06,6.5518804511133485e-06,1.4004378379026343
신문/NNG,429,235,663,0.0001269770985407,9.623074412572732e-05,1.3195065640856118
제각각/MAG,16,4,19,4.735742602918046e-06,1.6379701127783371e-06,2.891226504057052
요즘/MAG,34,12,45,1.0063453031200847e-05,4.913910338335011e-06,2.047952107040411
수출/NNG;증가율/NNG;둔화/NNG,16,8,23,4.735742602918046e-06,3.2759402255566742e-06,1.445613252028526
표정/NNG,44,5,48,1.3023292158024628e-05,2.0474626409729214e-06,6.360698308925514
유학생/NNG,14,7,20,4.143774777553291e-06,2.86644769736209e-06,1.445613252028526
ecb/NNG;금리/NNG;내리/VV,13,5,17,3.847790864870912e-06,2.0474626409729214e-06,1.879297227637084
각비/NNG,12,6,17,3.5518069521885345e-06,2.4569551691675057e-06,1.445613252028526
조감도/NNG,53,18,70,1.568714737216603e-05,7.370865507502517e-06,2.12826395437533
노코멘트/NNG,13,5,17,3.847790864870912e-06,2.0474626409729214e-06,1.879297227637084
내이/VV,20,8,27,5.9196782536475576e-06,3.2759402255566742e-06,1.807016565035657
분양대금/NNG,57,8,64,1.687108302289554e-05,3.2759402255566742e-06,5.149997210351623
손실/NNG;우려/NNG,22,5,26,6.511646079012314e-06,2.0474626409729214e-06,3.180349154462757
환산/NNG,208,108,315,6.15646538379346e-05,4.4225193045015104e-05,1.3920720204719137
이익/NNG;성장/NNG,29,12,40,8.583533467788958e-06,4.913910338335011e-06,1.7467826795344683
최종결제/NNG,32,9,40,9.471485205836092e-06,3.6854327537512585e-06,2.569979114717379
디딤돌/NNG,135,37,171,3.995782821212101e-05,1.515122354319962e-05,2.6372674192412293
자산/NNG;상승/NNG,38,13,50,1.124738868193036e-05,5.323402866529596e-06,2.112819368349384
기술이전/NNG,35,18,52,1.0359436943883226e-05,7.370865507502517e-06,1.4054573283610667
후원/NNG,19,8,26,5.62369434096518e-06,3.2759402255566742e-06,1.7166657367838745
교회/NNG,16,2,17,4.735742602918046e-06,8.189850563891686e-07,5.782453008114104
사업자금/NNG,28,12,39,8.287549555106581e-06,4.913910338335011e-06,1.6865487940332802
세웠/VV,64,33,96,1.8942970411672184e-05,1.3513253430421284e-05,1.401806789845843
식당/NNG,40,17,56,1.1839356507295117e-05,6.961372979307933e-06,1.7007214729747362
프로그램매매/NNG,57,21,77,1.687108302289554e-05,8.59934309208627e-06,1.9619036991815708
감행/NNG,55,25,79,1.6279115197530783e-05,1.0237313204864608e-05,1.5901745772313784
숙박/NNG,170,61,230,5.031726515600424e-05,2.497904421986964e-05,2.0143791216790934
오토파일럿/NNG,31,2,32,9.175501293153715e-06,8.189850563891686e-07,11.203502703221076
경매시장/NNG,62,24,85,1.835100258630743e-05,9.827820676670024e-06,1.867250450536846
산업부/NNG,52,23,74,1.539116345948365e-05,9.41832814847544e-06,1.6341715022931158
고시금리/NNG,147,60,206,4.350963516430955e-05,2.456955169167506e-05,1.770876233734944
인포/NNG,40,16,55,1.1839356507295117e-05,6.5518804511133485e-06,1.807016565035657
라지캡/NNG,16,2,17,4.735742602918046e-06,8.189850563891686e-07,5.782453008114104
프라이버시/NNG,16,2,17,4.735742602918046e-06,8.189850563891686e-07,5.782453008114104
성수기/NNG,45,23,67,1.3319276070707004e-05,9.41832814847544e-06,1.4141868769844272
지표/NNG;시장/NNG;예상/NNG;웃돌/VV,16,2,17,4.735742602918046e-06,8.189850563891686e-07,5.782453008114104
투자/NNG;축소/NNG,26,10,35,7.695581729741824e-06,4.094925281945843e-06,1.879297227637084
흥행/NNG;성공/NNG,102,47,148,3.0190359093602544e-05,1.9246148825145463e-05,1.568644167094783
독립/NNG,310,141,450,9.175501293153714e-05,5.773844647543638e-05,1.5891493196058262
pce/NNG;상승/NNG,18,3,20,5.327710428282802e-06,1.2284775845837528e-06,4.336839756085578
재건축시장/NNG,26,6,31,7.695581729741824e-06,2.4569551691675057e-06,3.1321620460618056
운동장/NNG,20,4,23,5.9196782536475576e-06,1.6379701127783371e-06,3.614033130071314
거래소/NNG,431,180,610,0.0001275690663661,7.370865507502517e-05,1.730720310067485
린지/NNG,17,1,17,5.031726515600424e-06,4.094925281945843e-07,12.287712642242468
넓혔/VV,26,7,32,7.695581729741824e-06,2.86644769736209e-06,2.6847103251958333
놀랍/VA,77,26,102,2.2790761276543096e-05,1.0646805733059192e-05,2.140619623196086
채널/NNG,232,120,351,6.866826774231167e-05,4.913910338335012e-05,1.3974261436275748
역대/NNG,944,428,1371,0.0002794088135721,0.0001752628020672,1.594227698498748
파이브/NNG,19,2,20,5.62369434096518e-06,8.189850563891686e-07,6.866662947135498
유로존/NNG;금리/NNG;인하/NNG,18,7,24,5.327710428282802e-06,2.86644769736209e-06,1.8586456097509616
연습장/NNG,46,24,69,1.3615259983389385e-05,9.827820676670024e-06,1.3853793665273373
강자/NNG,45,24,68,1.3319276070707004e-05,9.827820676670024e-06,1.3552624237767428
테마주/NNG,97,35,131,2.8710439530190657e-05,1.433223848681045e-05,2.0032069349538144
환경/NNG;개선/NNG,55,29,83,1.6279115197530783e-05,1.1875283317642944e-05,1.3708401527856708
액티브/NNG,1076,425,1500,0.0003184786900462,0.0001740343244826,1.829976304920816
보정/NNG,61,18,78,1.805501867362505e-05,7.370865507502517e-06,2.449511343715002
금리/NNG;낮/VV,219,95,313,6.482047687744075e-05,3.890179017848551e-05,1.6662594852328796
성황리/NNG,16,4,19,4.735742602918046e-06,1.6379701127783371e-06,2.891226504057052
환입/NNG,63,14,76,1.8646986498989807e-05,5.73289539472418e-06,3.252629817064183
민자사업/NNG,32,15,46,9.471485205836092e-06,6.142387922918765e-06,1.5419874688304274
유통비중/NNG,19,6,24,5.62369434096518e-06,2.4569551691675057e-06,2.288887649045166
부국/NNG,29,6,34,8.583533467788958e-06,2.4569551691675057e-06,3.493565359068937
메디케이드/NNG,12,6,17,3.5518069521885345e-06,2.4569551691675057e-06,1.445613252028526
재정자금/NNG,23,12,34,6.8076299916946914e-06,4.913910338335011e-06,1.3853793665273373
긴박/NNG,25,9,33,7.399597817059448e-06,3.6854327537512585e-06,2.0077961833729527
위태/NNG,23,12,34,6.8076299916946914e-06,4.913910338335011e-06,1.3853793665273373
환경부/NNG,44,13,56,1.3023292158024628e-05,5.323402866529596e-06,2.446422426509813
농촌/NNG,83,15,97,2.4566664752637364e-05,6.142387922918765e-06,3.999529997278921
누그러진/VV,12,6,17,3.5518069521885345e-06,2.4569551691675057e-06,1.445613252028526
캐피털/NNG,207,60,266,6.126866992525222e-05,2.456955169167506e-05,2.4936828597492067
통화정책/NNG;불확실성/NNG,32,12,43,9.471485205836092e-06,4.913910338335011e-06,1.9274843360380345
원료/NNG,45,22,66,1.3319276070707004e-05,9.008835620280857e-06,1.4784680986655376
경기/NNG;나쁘/VA,20,9,28,5.9196782536475576e-06,3.6854327537512585e-06,1.606236946698362
특파원/NNG,635,193,827,0.0001879497845533,7.903205794155476e-05,2.378146152948481
삼익/NNG,25,2,26,7.399597817059448e-06,8.189850563891686e-07,9.035082825178288
순우/NNG,103,25,127,3.048634300628492e-05,1.0237313204864608e-05,2.977963299178763
공적금융기관/NNG,23,1,23,6.8076299916946914e-06,4.094925281945843e-07,16.624552398328046
중개수수료/NNG,22,7,28,6.511646079012314e-06,2.86644769736209e-06,2.271677967473398
비둘기/NNG;통화/NNG;완화/NNG;선호/NNG,67,19,85,1.983092214971932e-05,7.780358035697102e-06,2.548844418050295
장기보유/NNG,16,8,23,4.735742602918046e-06,3.2759402255566742e-06,1.445613252028526
인상/NNG;압력/NNG,14,4,17,4.143774777553291e-06,1.6379701127783371e-06,2.5298231910499203
대출손실/NNG,16,5,20,4.735742602918046e-06,2.0474626409729214e-06,2.3129812032456414
금괴/NNG,14,6,19,4.143774777553291e-06,2.4569551691675057e-06,1.6865487940332802
소유자/NNG,88,28,115,2.604658431604925e-05,1.146579078944836e-05,2.271677967473398
경기/NNG;좋/VA;않/VX,25,11,35,7.399597817059448e-06,4.504417810140428e-06,1.6427423318505974
꼼꼼/MAG,19,5,23,5.62369434096518e-06,2.0474626409729214e-06,2.746665178854199
오프/NNG,69,3,71,2.0422889975084075e-05,1.2284775845837528e-06,16.62455239832805
증권신고서/NNG,44,20,63,1.3023292158024628e-05,8.189850563891686e-06,1.5901745772313784
백서/NNG,15,7,21,4.439758690235668e-06,2.86644769736209e-06,1.5488713414591349
주택자금/NNG,42,23,64,1.243132433265987e-05,9.41832814847544e-06,1.319907751852132
세교/NNG,25,3,27,7.399597817059448e-06,1.2284775845837528e-06,6.023388550118858
매일/NNG,42,10,51,1.243132433265987e-05,4.094925281945843e-06,3.035787829259904
한꺼번에/MAG,49,25,73,1.4503211721436517e-05,1.0237313204864608e-05,1.4167009869879554
신속히/MAG,73,36,108,2.1606825625813582e-05,1.4741731015005034e-05,1.465691213862255
만류/NNG,22,5,26,6.511646079012314e-06,2.0474626409729214e-06,3.180349154462757
정책/NNG;강화/NNG,34,13,46,1.0063453031200847e-05,5.323402866529596e-06,1.890417329575764
경채/NNG,16,4,19,4.735742602918046e-06,1.6379701127783371e-06,2.891226504057052
결손/NNG,40,16,55,1.1839356507295117e-05,6.5518804511133485e-06,1.807016565035657
쏠렸/VV,35,10,44,1.0359436943883226e-05,4.094925281945843e-06,2.5298231910499203
축하/NNG,45,15,59,1.3319276070707004e-05,6.142387922918765e-06,2.1684198780427884
패밀리/NNG,52,13,64,1.539116345948365e-05,5.323402866529596e-06,2.891226504057052
일당/NNG,24,5,28,7.103613904377069e-06,2.0474626409729214e-06,3.4694718048684616
기업/NNG;이익/NNG;증가/NNG,23,10,32,6.8076299916946914e-06,4.094925281945843e-06,1.6624552398328047
단장/NNG,49,13,61,1.4503211721436517e-05,5.323402866529596e-06,2.724424974976837
수시로/MAG,78,34,111,2.308674518922548e-05,1.3922745958615866e-05,1.658203436150368
물가/NNG;떨어/VV,26,6,31,7.695581729741824e-06,2.4569551691675057e-06,3.1321620460618056
특검법/NNG,48,15,62,1.4207227808754138e-05,6.142387922918765e-06,2.312981203245641
모시/VV,16,4,19,4.735742602918046e-06,1.6379701127783371e-06,2.891226504057052
엎친/VV,13,6,18,3.847790864870912e-06,2.4569551691675057e-06,1.5660810230309028
전망/NNG;오르/VV,17,9,25,5.031726515600424e-06,3.6854327537512585e-06,1.3653014046936076
기관경고/NNG,14,5,18,4.143774777553291e-06,2.0474626409729214e-06,2.023858552839936
수요/NNG;안정/NNG,15,4,18,4.439758690235668e-06,1.6379701127783371e-06,2.710524847553486
확실히/MAG,171,66,236,5.061324906868662e-05,2.7026506860842565e-05,1.872726258309681
성장/NNG;강하/VA,25,3,27,7.399597817059448e-06,1.2284775845837528e-06,6.023388550118858
중개/NNG,260,95,354,7.695581729741824e-05,3.890179017848551e-05,1.978207608039035
쉽/VA;금리/NNG;인하/NNG,43,6,48,1.2727308245342247e-05,2.4569551691675057e-06,5.180114153102218
역학/NNG,31,14,44,9.175501293153715e-06,5.73289539472418e-06,1.6005003861744391
노동법/NNG,17,6,22,5.031726515600424e-06,2.4569551691675057e-06,2.047952107040411
마감일/NNG,26,10,35,7.695581729741824e-06,4.094925281945843e-06,1.879297227637084
생산/NNG;차질/NNG,20,8,27,5.9196782536475576e-06,3.2759402255566742e-06,1.807016565035657
스트레스/NNG,325,96,420,9.619477162177282e-05,3.931128270668009e-05,2.447001598485786
통화/NNG;하락/NNG,31,17,47,9.175501293153715e-06,6.961372979307933e-06,1.3180591415554206
바라본/VV,75,37,111,2.2198793451178343e-05,1.515122354319962e-05,1.4651485662451276
발돋움/NNG,22,7,28,6.511646079012314e-06,2.86644769736209e-06,2.271677967473398
신성장/NNG,48,22,69,1.4207227808754138e-05,9.008835620280857e-06,1.5770326385765734
금리/NNG;불확실성/NNG,42,13,54,1.243132433265987e-05,5.323402866529596e-06,2.335221407123003
자본자유화/NNG,22,11,32,6.511646079012314e-06,4.504417810140428e-06,1.4456132520285256
블랙/NNG,60,16,75,1.7759034760942674e-05,6.5518804511133485e-06,2.710524847553486
참여/NNG,1278,588,1865,0.000378267440408,0.0002407816065784,1.570998074908551
현물출자/NNG,13,5,17,3.847790864870912e-06,2.0474626409729214e-06,1.879297227637084
인플레이션/NNG;둔화/NNG,331,102,432,9.797067509786708e-05,4.17682378758476e-05,2.3455783648109905
규명/NNG,14,4,17,4.143774777553291e-06,1.6379701127783371e-06,2.5298231910499203
해방/NNG,41,9,49,1.2135340419977494e-05,3.6854327537512585e-06,3.292785740731642
도시환경정비사업/NNG,20,1,20,5.9196782536475576e-06,4.094925281945843e-07,14.456132520285257
산책로/NNG,15,6,20,4.439758690235668e-06,2.4569551691675057e-06,1.807016565035657
공제회/NNG,81,37,117,2.397469692727261e-05,1.515122354319962e-05,1.5823604515447376
채미/NNG,57,17,73,1.687108302289554e-05,6.961372979307933e-06,2.423528098988999
금리/NNG;fed/NNG;금리/NNG;인하/NNG,12,6,17,3.5518069521885345e-06,2.4569551691675057e-06,1.445613252028526
국채/NNG;금리/NNG;넘/VV,21,10,30,6.215662166329935e-06,4.094925281945843e-06,1.517893914629952
셰어/NNG,70,17,86,2.071887388776645e-05,6.961372979307933e-06,2.9762625777057883
민주주의/NNG,61,23,83,1.805501867362505e-05,9.41832814847544e-06,1.9170088776900007
약정금리/NNG,46,5,50,1.3615259983389385e-05,2.0474626409729214e-06,6.649820959331219
금리/NNG;인하/NNG;기대/NNG;살/VV,66,10,75,1.953493823703694e-05,4.094925281945843e-06,4.770523731694135
이직/NNG,88,19,106,2.604658431604925e-05,7.780358035697102e-06,3.34773595206606
원재료/NNG,149,31,179,4.41016029896743e-05,1.2694268374032111e-05,3.474135073423392
고삐/NNG,35,12,46,1.0359436943883226e-05,4.913910338335011e-06,2.1081859925416
줄인다/VV,27,8,34,7.991565642424203e-06,3.2759402255566742e-06,2.439472362798137
중산층/NNG,127,54,180,3.758995691066199e-05,2.2112596522507552e-05,1.699934101922433
어렵/VA;금리/NNG;인상/NNG,21,9,29,6.215662166329935e-06,3.6854327537512585e-06,1.68654879403328
직역/NNG,25,1,25,7.399597817059448e-06,4.094925281945843e-07,18.07016565035657
국채선물/NNG;강세/NNG,57,22,78,1.687108302289554e-05,9.008835620280857e-06,1.872726258309681
헌신/NNG,20,3,22,5.9196782536475576e-06,1.2284775845837528e-06,4.818710840095086
금리/NNG;결정/NNG;인상/NNG,17,1,17,5.031726515600424e-06,4.094925281945843e-07,12.287712642242468
펼쳐진/VV,26,3,28,7.695581729741824e-06,1.2284775845837528e-06,6.264324092123611
인민/NNG,39,11,49,1.1543372594612738e-05,4.504417810140428e-06,2.562678037686932
원액/NNG,19,1,19,5.62369434096518e-06,4.094925281945843e-07,13.733325894270996
결성/NNG,88,17,104,2.604658431604925e-05,6.961372979307933e-06,3.74158724054442
노동시장/NNG;둔화/NNG,15,3,17,4.439758690235668e-06,1.2284775845837528e-06,3.614033130071314
부족액/NNG,16,8,23,4.735742602918046e-06,3.2759402255566742e-06,1.445613252028526
고층/NNG,29,9,37,8.583533467788958e-06,3.6854327537512585e-06,2.329043572712625
주도주/NNG,59,24,82,1.7463050848260297e-05,9.827820676670024e-06,1.776899622285063
세트/NNG,47,21,67,1.391124389607176e-05,8.59934309208627e-06,1.6177100677462075
전략적제휴/NNG,13,7,19,3.847790864870912e-06,2.86644769736209e-06,1.3423551625979169
소비/NNG;지출/NNG;pce/NNG;물가/NNG;상승/NNG,31,3,33,9.175501293153715e-06,1.2284775845837528e-06,7.469001802147384
호우/NNG,15,6,20,4.439758690235668e-06,2.4569551691675057e-06,1.807016565035657
영업이익/NNG;줄/VV,23,10,32,6.8076299916946914e-06,4.094925281945843e-06,1.6624552398328047
금리/NNG;인하/NNG;기대/NNG;약하/VA,47,21,67,1.391124389607176e-05,8.59934309208627e-06,1.6177100677462075
이더리움/NNG,442,165,606,0.0001308248894056,6.756626715210641e-05,1.9362456284745704
보험금/NNG,109,49,157,3.226224648237919e-05,2.006513388153463e-05,1.6078759639909113
노원/NNG,71,14,84,2.101485780044883e-05,5.73289539472418e-06,3.665662174786618
관통/NNG,18,7,24,5.327710428282802e-06,2.86644769736209e-06,1.8586456097509616
무려/MAG,285,92,376,8.435541511447769e-05,3.767331259390176e-05,2.23912922189201
인하/NNG;기대/NNG;후퇴/NNG,16,8,23,4.735742602918046e-06,3.2759402255566742e-06,1.445613252028526
여실히/MAG,17,7,23,5.031726515600424e-06,2.86644769736209e-06,1.7553875203203526
청소년/NNG,61,31,91,1.805501867362505e-05,1.2694268374032111e-05,1.422296909253872
영세자영업자/NNG,43,20,62,1.2727308245342247e-05,8.189850563891686e-06,1.5540342459306653
인플레이션/NNG;완화/NNG,117,45,161,3.463011778383821e-05,1.842716376875629e-05,1.879297227637084
예심/NNG,41,1,41,1.2135340419977494e-05,4.094925281945843e-07,29.63507166658478
의향/NNG,53,10,62,1.568714737216603e-05,4.094925281945843e-06,3.8308751178755935
국고채/NNG;통안채/NNG;스프레드/NNG;확대/NNG,57,14,70,1.687108302289554e-05,5.73289539472418e-06,2.942855548772356
칸다/VV,37,12,48,1.095140476924798e-05,4.913910338335011e-06,2.2286537635439774
일정비율/NNG,22,9,30,6.511646079012314e-06,3.6854327537512585e-06,1.7668606413681982
원화/NNG;오르/VV,15,4,18,4.439758690235668e-06,1.6379701127783371e-06,2.710524847553486
대회의실/NNG,28,2,29,8.287549555106581e-06,8.189850563891686e-07,10.11929276419968
올바르/VA,66,32,97,1.953493823703694e-05,1.3103760902226695e-05,1.4907886661544172
상장/NNG,1849,745,2593,0.0005472742545497,0.0003050719335049,1.7939187268461372
인원/NNG,107,52,158,3.1670278657014435e-05,2.1293611466118384e-05,1.487313634298579
드래프트/NNG,34,5,38,1.0063453031200847e-05,2.0474626409729214e-06,4.915085056896987
물가/NNG;충격/NNG,128,13,140,3.788594082334437e-05,5.323402866529596e-06,7.116865240755819
추계/NNG,105,42,146,3.107831083164968e-05,1.719868618417254e-05,1.8070165650356576
항셍/NNG,55,29,83,1.6279115197530783e-05,1.1875283317642944e-05,1.3708401527856708
이륜차/NNG,16,2,17,4.735742602918046e-06,8.189850563891686e-07,5.782453008114104
대부업시장/NNG,32,2,33,9.471485205836092e-06,8.189850563891686e-07,11.564906016228209
입성/NNG,74,13,86,2.1902809538495963e-05,5.323402866529596e-06,4.114437717311958
떠오르/VV,172,70,241,5.0909232981369e-05,2.86644769736209e-05,1.7760391382064744
fed/NNG;경제/NNG;회복/NNG,20,2,21,5.9196782536475576e-06,8.189850563891686e-07,7.228066260142628
분양/NNG,1524,561,2084,0.0004510794829279,0.0002297253083171,1.963560246070832
복리/NNG,300,75,374,8.879517380471337e-05,3.0711939614593825e-05,2.891226504057052
사견/NNG,34,9,42,1.0063453031200847e-05,3.6854327537512585e-06,2.7306028093872152
삼일절/NNG,17,6,22,5.031726515600424e-06,2.4569551691675057e-06,2.047952107040411
금리/NNG;소폭/MAG;오르/VV,19,6,24,5.62369434096518e-06,2.4569551691675057e-06,2.288887649045166
코픽스/NNG,409,132,540,0.000121057420287,5.405301372168513e-05,2.239605379089648
위비/NNG,27,1,27,7.991565642424203e-06,4.094925281945843e-07,19.515778902385097
살림살이/NNG,17,5,21,5.031726515600424e-06,2.0474626409729214e-06,2.457542528448493
포인트/NNG,10378,4007,14384,0.0030717210458177,0.0016408365604756,1.8720457111994064
배당정책/NNG,22,6,27,6.511646079012314e-06,2.4569551691675057e-06,2.6502909620522974
설립/NNG,464,252,715,0.0001373365354846,0.000103192117105,1.3308820415500713
하소연/NNG,21,4,24,6.215662166329935e-06,1.6379701127783371e-06,3.79473478657488
주거지/NNG,18,7,24,5.327710428282802e-06,2.86644769736209e-06,1.8586456097509616
수성/NNG,28,10,37,8.287549555106581e-06,4.094925281945843e-06,2.023858552839936
답한/VV,33,15,47,9.76746911851847e-06,6.142387922918765e-06,1.5901745772313782
상승률/NNG;둔화/NNG,43,15,57,1.2727308245342247e-05,6.142387922918765e-06,2.072045661240886
부동산/NNG;연착륙/NNG,15,4,18,4.439758690235668e-06,1.6379701127783371e-06,2.710524847553486
성금요일/NNG,49,1,49,1.4503211721436517e-05,4.094925281945843e-07,35.41752467469888
판매비/NNG,16,4,19,4.735742602918046e-06,1.6379701127783371e-06,2.891226504057052
저변/NNG,35,17,51,1.0359436943883226e-05,6.961372979307933e-06,1.488131288852894
부적절/NNG,34,15,48,1.0063453031200847e-05,6.142387922918765e-06,1.638361685632329
무보/NNG,30,15,44,8.879517380471337e-06,6.142387922918765e-06,1.4456132520285256
사모펀드/NNG,214,115,328,6.334055731402887e-05,4.709164074237719e-05,1.345048851887411
환영/NNG,70,37,106,2.071887388776645e-05,1.515122354319962e-05,1.3674719951621188
스트레스금리/NNG,76,13,88,2.249477736386072e-05,5.323402866529596e-06,4.225638736698768
대학/NNG,391,94,484,0.0001157297098588,3.849229765029093e-05,3.006567986931668
벌어지/VV,279,152,430,8.257951163838343e-05,6.224286428557681e-05,1.3267305832761798
합병/NNG,356,185,540,0.0001053702729149,7.57561177159981e-05,1.390914372222041
문서/NNG,31,14,44,9.175501293153715e-06,5.73289539472418e-06,1.6005003861744391
적수/NNG,118,41,158,3.4926101696520594e-05,1.6789193655977957e-05,2.080272728528854
시범/NNG,74,32,105,2.1902809538495963e-05,1.3103760902226695e-05,1.671490322657983
불평등/NNG,45,12,56,1.3319276070707004e-05,4.913910338335011e-06,2.7105248475534856
부동산/NNG,6672,3466,10137,0.0019748046654168,0.0014193011027224,1.391392327976677
많/VA;불확실성/NNG,19,7,25,5.62369434096518e-06,2.86644769736209e-06,1.9619036991815708
광역/NNG,51,28,78,1.5095179546801272e-05,1.146579078944836e-05,1.3165406402402646
할애/NNG,23,5,27,6.8076299916946914e-06,2.0474626409729214e-06,3.324910479665609
만사/NNG,18,2,19,5.327710428282802e-06,8.189850563891686e-07,6.505259634128366
코앞/NNG,28,8,35,8.287549555106581e-06,3.2759402255566742e-06,2.5298231910499203
신세/NNG,21,7,27,6.215662166329935e-06,2.86644769736209e-06,2.1684198780427884
인플레이션/NNG;기대/NNG;높/VA,40,9,48,1.1839356507295117e-05,3.6854327537512585e-06,3.212473893396724
폭격/NNG,70,12,81,2.071887388776645e-05,4.913910338335011e-06,4.2163719850832
금리/NNG;인하/NNG;긍정적/VAX,17,7,23,5.031726515600424e-06,2.86644769736209e-06,1.7553875203203526
임금/NNG;오르/VV,19,7,25,5.62369434096518e-06,2.86644769736209e-06,1.9619036991815708
이메일/NNG,192,80,271,5.682891123501655e-05,3.275940225556674e-05,1.7347359024342308
불씨/NNG,63,30,92,1.8646986498989807e-05,1.228477584583753e-05,1.517893914629952
저렴/NNG,281,125,405,8.317147946374818e-05,5.118656602432304e-05,1.624869295280063
fed/NNG;통화정책/NNG;완화/NNG,35,8,42,1.0359436943883226e-05,3.2759402255566742e-06,3.1622789888124
국채/NNG;금리/NNG;오르/VV,167,73,239,4.942931341795711e-05,2.989295455820465e-05,1.6535439252655053
셈법/NNG,38,5,42,1.124738868193036e-05,2.0474626409729214e-06,5.493330357708398
참여기업/NNG,21,7,27,6.215662166329935e-06,2.86644769736209e-06,2.1684198780427884
소매/NNG;판매/NNG;감소/NNG,20,9,28,5.9196782536475576e-06,3.6854327537512585e-06,1.606236946698362
예상/NNG;더디/VA,42,23,64,1.243132433265987e-05,9.41832814847544e-06,1.319907751852132
안건/NNG,143,38,180,4.232569951358004e-05,1.5560716071394204e-05,2.7200354610536737
나노공정/NNG,25,2,26,7.399597817059448e-06,8.189850563891686e-07,9.035082825178288
상한/VV,56,29,84,1.6575099110213163e-05,1.1875283317642944e-05,1.395764519199956
집값/NNG;상승/NNG,76,20,95,2.249477736386072e-05,8.189850563891686e-06,2.746665178854199
현금성자산/NNG,204,105,308,6.038071818720509e-05,4.299671546043135e-05,1.404310016256282
물가/NNG;쉽/VA,17,3,19,5.031726515600424e-06,1.2284775845837528e-06,4.095904214080822
소작농/NNG,37,1,37,1.095140476924798e-05,4.094925281945843e-07,26.743845162527727
기름/NNG,36,9,44,1.0655420856565604e-05,3.6854327537512585e-06,2.891226504057052
재정환율/NNG,19,7,25,5.62369434096518e-06,2.86644769736209e-06,1.9619036991815708
가뜩이나/MAG,52,13,64,1.539116345948365e-05,5.323402866529596e-06,2.891226504057052
제조업/NNG;pmi/NNG;위축/NNG,16,4,19,4.735742602918046e-06,1.6379701127783371e-06,2.891226504057052
대명사/NNG,13,6,18,3.847790864870912e-06,2.4569551691675057e-06,1.5660810230309028
우수/NNG,805,411,1215,0.0002382670497093,0.0001683014290879,1.4157161409768408
