단어,up,down,total,prob_up,prob_down,polarity_score
서비스업/NNG;생산/NNG;증가/NNG,9,10,18,2.663855214141401e-06,4.094925281945843e-06,0.6505259634128366
원한다/VV,11,12,22,3.255823039506157e-06,4.913910338335011e-06,0.6625727405130744
확실시/NNG,20,23,42,5.9196782536475576e-06,9.41832814847544e-06,0.6285275008819677
매력/NNG,1810,1776,3585,0.0005357308819551,0.0007272587300735,0.7366441402510224
중앙정부/NNG,74,83,156,2.1902809538495963e-05,3.3987879840150496e-05,0.6444300039163308
조금/MAG,475,464,938,0.0001405923585241,0.0001900045330822,0.7399421279240838
대림/NNG,44,57,100,1.3023292158024628e-05,2.3341074107091305e-05,0.55795599201101
금리/NNG;매우/MAG;낮/VA,9,15,23,2.663855214141401e-06,6.142387922918765e-06,0.4336839756085577
특별대출/NNG,10,16,25,2.9598391268237788e-06,6.5518804511133485e-06,0.4517541412589143
수출/NNG;급감/NNG,5,13,17,1.4799195634118894e-06,5.323402866529596e-06,0.2780025484670241
대출/NNG;최대/NNG,8,14,21,2.367871301459023e-06,5.73289539472418e-06,0.4130323577224359
兩難/NNG,5,16,20,1.4799195634118894e-06,6.5518804511133485e-06,0.2258770706294571
조작/NNG,62,96,157,1.835100258630743e-05,3.931128270668009e-05,0.4668126126342115
도시개발공사/NNG,28,50,77,8.287549555106581e-06,2.0474626409729213e-05,0.4047717105679873
균형금리/NNG,7,11,17,2.0718873887766454e-06,4.504417810140428e-06,0.4599678529181673
캘린더/NNG,43,69,111,1.2727308245342247e-05,2.8254984445426315e-05,0.4504447089654102
뚜렷이/MAG,32,57,88,9.471485205836092e-06,2.3341074107091305e-05,0.4057861760080072
장식/NNG,10,10,19,2.9598391268237788e-06,4.094925281945843e-06,0.7228066260142629
동화/NNG,9,11,19,2.663855214141401e-06,4.504417810140428e-06,0.5913872394662151
화곡/NNG,7,16,22,2.0718873887766454e-06,6.5518804511133485e-06,0.31622789888124
소비자/NNG;심리/NNG;개선/NNG,8,12,19,2.367871301459023e-06,4.913910338335011e-06,0.4818710840095085
관심종목/NNG,6,13,18,1.7759034760942673e-06,5.323402866529596e-06,0.333603058160429
기대수익률/NNG,126,205,330,3.7293972997979615e-05,8.394596827988978e-05,0.4442616335502299
성장/NNG;제약/NNG,7,22,28,2.0718873887766454e-06,9.008835620280857e-06,0.2299839264590836
리스트/NNG,79,99,177,2.3382729101907853e-05,4.053976029126384e-05,0.5767850854053209
특이사항/NNG,17,23,39,5.031726515600424e-06,9.41832814847544e-06,0.5342483757496725
상태/NNG,1441,1385,2825,0.0004265128181753,0.0005671471515494,0.7520320202790994
친화/NNG,77,92,168,2.2790761276543096e-05,3.767331259390176e-05,0.6049577195988939
작금/NNG,10,13,22,2.9598391268237788e-06,5.323402866529596e-06,0.5560050969340483
중부/NNG,64,90,153,1.8942970411672184e-05,3.685432753751258e-05,0.5139958229434758
소기/NNG,15,19,33,4.439758690235668e-06,7.780358035697102e-06,0.5706368100112602
궤적/NNG,39,56,94,1.1543372594612738e-05,2.293158157889672e-05,0.5033831859742188
상승국면/NNG,264,270,533,7.813975294814777e-05,0.0001105629826125,0.7067442565472792
금리/NNG;우호적/VAX,8,15,22,2.367871301459023e-06,6.142387922918765e-06,0.3854968672076068
기업가/NNG,24,43,66,7.103613904377069e-06,1.7608178712367125e-05,0.4034269540544723
상거래/NNG,16,20,35,4.735742602918046e-06,8.189850563891686e-06,0.5782453008114103
가를/VV,12,17,28,3.5518069521885345e-06,6.961372979307933e-06,0.5102164418924209
징벌/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
교란/NNG,102,121,222,3.0190359093602544e-05,4.95485959115447e-05,0.6093080649045852
유로본드/NNG,10,18,27,2.9598391268237788e-06,7.370865507502517e-06,0.4015592366745905
선진국/NNG,1842,2432,4273,0.0005452023671609,0.0009958858285692,0.5474546896045527
수출/NNG;긍정적/VAX,9,9,17,2.663855214141401e-06,3.6854327537512585e-06,0.7228066260142629
부채/NNG,4639,4927,9565,0.0013730693709335,0.0020175696864147,0.6805561067749473
취약계층/NNG,187,190,376,5.534899167160466e-05,7.780358035697102e-05,0.7113938898140376
서방/NNG,55,79,133,1.6279115197530783e-05,3.234990972737216e-05,0.5032198029213222
유념/NNG,53,95,147,1.568714737216603e-05,3.890179017848551e-05,0.4032500124079572
타국/NNG,17,22,38,5.031726515600424e-06,9.008835620280857e-06,0.5585323928292031
지점/NNG,704,728,1431,0.0002083726745283,0.0002981105605256,0.6989778361456608
무한/NNG,36,41,76,1.0655420856565604e-05,1.6789193655977957e-05,0.6346594765003284
비주거/NNG,18,30,47,5.327710428282802e-06,1.228477584583753e-05,0.4336839756085577
세밀히/MAG,10,14,23,2.9598391268237788e-06,5.73289539472418e-06,0.516290447153045
국채전문딜러/NNG,7,12,18,2.0718873887766454e-06,4.913910338335011e-06,0.42163719850832
손상화폐/NNG,10,16,25,2.9598391268237788e-06,6.5518804511133485e-06,0.4517541412589143
예보기금특별계정채권/NNG,36,42,77,1.0655420856565604e-05,1.719868618417254e-05,0.6195485365836539
치중/NNG,20,29,48,5.9196782536475576e-06,1.1875283317642944e-05,0.4984873282856984
상환청구권/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
다해야/VV,8,12,19,2.367871301459023e-06,4.913910338335011e-06,0.4818710840095085
언더퍼폼/NNG,53,55,107,1.568714737216603e-05,2.2522089050702138e-05,0.6965227487046534
주지/NNG,128,124,251,3.788594082334437e-05,5.077707349612845e-05,0.7461229687889165
법정관리/NNG,81,152,232,2.397469692727261e-05,6.224286428557681e-05,0.3851798467576006
예대율/NNG,107,184,290,3.1670278657014435e-05,7.534662518780351e-05,0.4203277662148159
지지율/NNG,110,126,235,3.2558230395061565e-05,5.159605855251762e-05,0.6310216576314993
농산물/NNG,577,569,1145,0.0001707827176177,0.0002330012485427,0.7329691093325654
유입액/NNG,44,50,93,1.3023292158024628e-05,2.0474626409729213e-05,0.6360698308925514
천주/NNG,7,29,35,2.0718873887766454e-06,1.1875283317642944e-05,0.1744705648999945
보유자산/NNG,127,177,303,3.758995691066199e-05,7.248017749044142e-05,0.5186239632983694
투자포인트/NNG,13,19,31,3.847790864870912e-06,7.780358035697102e-06,0.4945519020097587
처하/VV,16,23,38,4.735742602918046e-06,9.41832814847544e-06,0.5028220007055741
바람직/NNG,627,645,1271,0.0001855819132518,0.0002641226806855,0.7026352783115393
경제구조/NNG,93,123,215,2.7526503879461143e-05,5.036758096793387e-05,0.5465123269863938
세계경제포럼/NNG,7,24,30,2.0718873887766454e-06,9.827820676670024e-06,0.21081859925416
지각/NNG,8,14,21,2.367871301459023e-06,5.73289539472418e-06,0.4130323577224359
담보인정비율/NNG,19,20,38,5.62369434096518e-06,8.189850563891686e-06,0.6866662947135498
행과/NNG,11,34,44,3.255823039506157e-06,1.3922745958615866e-05,0.2338492025340262
추경/NNG,455,658,1112,0.0001346726802704,0.000269446083552,0.4998130924566711
인텔리전스/NNG,40,44,83,1.1839356507295117e-05,1.801767124056171e-05,0.657096932740239
설명력/NNG,14,28,41,4.143774777553291e-06,1.146579078944836e-05,0.3614033130071314
도인/NNG,19,18,36,5.62369434096518e-06,7.370865507502517e-06,0.762962549681722
생산함수/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
풍선효과/NNG,18,19,36,5.327710428282802e-06,7.780358035697102e-06,0.6847641720135123
금채/NNG,11,11,21,3.255823039506157e-06,4.504417810140428e-06,0.7228066260142628
원환/NNG,7,18,24,2.0718873887766454e-06,7.370865507502517e-06,0.2810914656722134
잠재력/NNG,174,215,388,5.150120080673375e-05,8.804089356183563e-05,0.5849690833789848
텐트/NNG,30,67,96,8.879517380471337e-06,2.7435999389037147e-05,0.3236447579168341
경제주체/NNG;심리/NNG;개선/NNG,9,14,22,2.663855214141401e-06,5.73289539472418e-06,0.4646614024377404
첨언/NNG,137,323,459,4.054979603748577e-05,0.0001322660866068,0.3065774234178143
정황/NNG,20,30,49,5.9196782536475576e-06,1.228477584583753e-05,0.4818710840095085
時差/NNG,1,27,27,2.959839126823779e-07,1.1056298261253776e-05,0.026770615778306
퇴출/NNG,49,56,104,1.4503211721436517e-05,2.293158157889672e-05,0.6324557977624801
합계/NNG,803,969,1771,0.0002376750818839,0.0003967982598205,0.5989821678941725
인플레이션갭/NNG,136,142,277,4.025381212480339e-05,5.814793900363097e-05,0.6922655009714066
전망/NNG;낮/VA,35,35,69,1.0359436943883226e-05,1.433223848681045e-05,0.7228066260142628
통화정책/NNG;완화/NNG;축소/NNG,6,13,18,1.7759034760942673e-06,5.323402866529596e-06,0.333603058160429
대상국/NNG,10,14,23,2.9598391268237788e-06,5.73289539472418e-06,0.516290447153045
부가가치/NNG,46,44,89,1.3615259983389385e-05,1.801767124056171e-05,0.7556614726512748
장외시장/NNG,13,16,28,3.847790864870912e-06,6.5518804511133485e-06,0.5872803836365885
구미/NNG,6,15,20,1.7759034760942673e-06,6.142387922918765e-06,0.2891226504057051
병존/NNG,13,20,32,3.847790864870912e-06,8.189850563891686e-06,0.4698243069092708
자를/VV,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
점선/NNG,28,37,64,8.287549555106581e-06,1.515122354319962e-05,0.5469887980648476
보호무역/NNG,25,85,109,7.399597817059448e-06,3.480686489653967e-05,0.212590184121842
흡수합병/NNG,28,46,73,8.287549555106581e-06,1.883665629695088e-05,0.4399692506173774
지니/NNG,27,43,69,7.991565642424203e-06,1.7608178712367125e-05,0.4538553233112813
유로존/NNG;위험/NNG,13,14,26,3.847790864870912e-06,5.73289539472418e-06,0.6711775812989583
추천종목/NNG,414,535,948,0.0001225373398505,0.0002190785025841,0.5593307348970183
전망/NNG;축소/NNG,13,15,27,3.847790864870912e-06,6.142387922918765e-06,0.6264324092123611
중재/NNG,6,17,22,1.7759034760942673e-06,6.961372979307933e-06,0.2551082209462104
따라갈/VV,17,19,35,5.031726515600424e-06,7.780358035697102e-06,0.6467217180127615
마인드/NNG,13,21,33,3.847790864870912e-06,8.59934309208627e-06,0.4474517208659722
대점/NNG,16,16,31,4.735742602918046e-06,6.5518804511133485e-06,0.7228066260142629
국제통화/NNG,4,31,34,1.1839356507295115e-06,1.2694268374032111e-05,0.0932653710986145
신흥국/NNG;금융/NNG;불안/NNG,12,15,26,3.5518069521885345e-06,6.142387922918765e-06,0.5782453008114102
저택/NNG,4,15,18,1.1839356507295115e-06,6.142387922918765e-06,0.1927484336038034
유례/NNG,10,12,21,2.9598391268237788e-06,4.913910338335011e-06,0.6023388550118858
중심국/NNG,5,16,20,1.4799195634118894e-06,6.5518804511133485e-06,0.2258770706294571
수청/NNG,8,18,25,2.367871301459023e-06,7.370865507502517e-06,0.3212473893396724
정책조합/NNG,49,69,117,1.4503211721436517e-05,2.8254984445426315e-05,0.513297459053607
상해/NNG,52,55,106,1.539116345948365e-05,2.2522089050702138e-05,0.6833808100498484
예하/NNG,40,57,96,1.1839356507295117e-05,2.3341074107091305e-05,0.507232720010009
차상위계층/NNG,7,11,17,2.0718873887766454e-06,4.504417810140428e-06,0.4599678529181673
토픽스/NNG,13,15,27,3.847790864870912e-06,6.142387922918765e-06,0.6264324092123611
환노출/NNG,40,46,85,1.1839356507295117e-05,1.883665629695088e-05,0.6285275008819677
기한이익상실/NNG,37,39,75,1.095140476924798e-05,1.597020859958879e-05,0.6857396195519929
초과이익/NNG,34,96,129,1.0063453031200847e-05,3.931128270668009e-05,0.2559940133800514
설비/NNG;투자/NNG;회복/NNG,8,12,19,2.367871301459023e-06,4.913910338335011e-06,0.4818710840095085
광공업/NNG,375,467,841,0.0001109939672558,0.0001912330106668,0.5804121729236587
양가/NNG,16,16,31,4.735742602918046e-06,6.5518804511133485e-06,0.7228066260142629
증세/NNG,36,35,70,1.0655420856565604e-05,1.433223848681045e-05,0.7434582439003847
금리/NNG;인하/NNG;기대/NNG;되돌/VV,17,23,39,5.031726515600424e-06,9.41832814847544e-06,0.5342483757496725
도중/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
모빌/NNG,9,11,19,2.663855214141401e-06,4.504417810140428e-06,0.5913872394662151
중심선/NNG,27,68,94,7.991565642424203e-06,2.7845491917231733e-05,0.2869967485644867
포린트/NNG,114,139,252,3.374216604579108e-05,5.691946141904722e-05,0.5928054342850789
중소기업중앙회/NNG,22,28,49,6.511646079012314e-06,1.146579078944836e-05,0.5679194918683494
높/VA;불확실성/NNG,20,33,52,5.9196782536475576e-06,1.3513253430421284e-05,0.4380646218268259
롤링효과/NNG,25,30,54,7.399597817059448e-06,1.228477584583753e-05,0.6023388550118858
소나/NNG,49,57,105,1.4503211721436517e-05,2.3341074107091305e-05,0.6213600820122611
수수께끼/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
가시권/NNG,13,16,28,3.847790864870912e-06,6.5518804511133485e-06,0.5872803836365885
과열국면/NNG,14,16,29,4.143774777553291e-06,6.5518804511133485e-06,0.6324557977624801
차기/NNG,134,158,291,3.966184429943864e-05,6.469981945474432e-05,0.6130132144677926
채무국/NNG,14,20,33,4.143774777553291e-06,8.189850563891686e-06,0.505964638209984
물가/NNG;상승률/NNG;상승/NNG,10,17,26,2.9598391268237788e-06,6.961372979307933e-06,0.425180368243684
바트/NNG,118,142,259,3.4926101696520594e-05,5.814793900363097e-05,0.6006421258428382
반독점/NNG,19,20,38,5.62369434096518e-06,8.189850563891686e-06,0.6866662947135498
경제/NNG;전망/NNG;하향/NNG,19,43,61,5.62369434096518e-06,1.7608178712367125e-05,0.3193796719597905
내부/NNG,220,218,437,6.511646079012313e-05,8.926937114641937e-05,0.729437879463935
안기/VV,18,22,39,5.327710428282802e-06,9.008835620280857e-06,0.5913872394662151
우려/NNG;약화/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
인플레이션/NNG;상승/NNG;압력/NNG,11,12,22,3.255823039506157e-06,4.913910338335011e-06,0.6625727405130744
금융시장/NNG,3543,4026,7568,0.0010486710026336,0.0016486169185113,0.6360913750542806
상수/NNG,5,16,20,1.4799195634118894e-06,6.5518804511133485e-06,0.2258770706294571
공동체/NNG,18,21,38,5.327710428282802e-06,8.59934309208627e-06,0.6195485365836539
고정자본/NNG,8,19,26,2.367871301459023e-06,7.780358035697102e-06,0.3043396320060054
액기/NNG,9,9,17,2.663855214141401e-06,3.6854327537512585e-06,0.7228066260142629
펀더멘털/NNG;저하/NNG,10,10,19,2.9598391268237788e-06,4.094925281945843e-06,0.7228066260142629
공업/NNG;제품/NNG;가격/NNG;상승/NNG,9,14,22,2.663855214141401e-06,5.73289539472418e-06,0.4646614024377404
서서히/MAG;완화/NNG,6,13,18,1.7759034760942673e-06,5.323402866529596e-06,0.333603058160429
산재/NNG,35,35,69,1.0359436943883226e-05,1.433223848681045e-05,0.7228066260142628
무단/NNG,703,884,1586,0.0002080766906157,0.000361991394924,0.5748111516832882
설비투자지수/NNG,9,20,28,2.663855214141401e-06,8.189850563891686e-06,0.3252629817064183
경제분석/NNG,54,65,118,1.5983131284848406e-05,2.661701433264798e-05,0.6004855046887723
자금/NNG;유입/NNG;증가/NNG,9,11,19,2.663855214141401e-06,4.504417810140428e-06,0.5913872394662151
인순/NNG,5,20,24,1.4799195634118894e-06,8.189850563891686e-06,0.1807016565035657
강요/NNG,9,10,18,2.663855214141401e-06,4.094925281945843e-06,0.6505259634128366
컨트롤/NNG,34,34,67,1.0063453031200847e-05,1.3922745958615866e-05,0.7228066260142628
잔금/NNG,33,39,71,9.76746911851847e-06,1.597020859958879e-05,0.6116056066274531
고용/NNG;지표/NNG;호조/NNG,38,37,74,1.124738868193036e-05,1.515122354319962e-05,0.7423419402308645
비가격경쟁력/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
불균형/NNG;완화/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
절상/NNG;추세/NNG,9,17,25,2.663855214141401e-06,6.961372979307933e-06,0.3826623314193156
육아/NNG,101,98,198,2.9894375180920167e-05,4.013026776306926e-05,0.7449333594636791
이마/NNG,11,16,26,3.255823039506157e-06,6.5518804511133485e-06,0.4969295553848057
탈당/NNG,10,24,33,2.9598391268237788e-06,9.827820676670024e-06,0.3011694275059429
석학/NNG,5,16,20,1.4799195634118894e-06,6.5518804511133485e-06,0.2258770706294571
전구간/NNG,83,122,204,2.4566664752637364e-05,4.995808843973928e-05,0.4917454914687198
생존/NNG,59,67,125,1.7463050848260297e-05,2.7435999389037147e-05,0.6365013572364405
동일등급/NNG,39,65,103,1.1543372594612738e-05,2.661701433264798e-05,0.4336839756085577
동요/NNG,14,17,30,4.143774777553291e-06,6.961372979307933e-06,0.5952525155411577
전치/NNG,38,58,95,1.124738868193036e-05,2.375056663528589e-05,0.4735629618714135
생략/NNG,12,38,49,3.5518069521885345e-06,1.5560716071394204e-05,0.228254724004504
대외/NNG;여건/NNG;불확실성/NNG,10,19,28,2.9598391268237788e-06,7.780358035697102e-06,0.3804245400075067
가공무역/NNG,9,13,21,2.663855214141401e-06,5.323402866529596e-06,0.5004045872406435
유휴생산능력/NNG,48,95,142,1.4207227808754138e-05,3.890179017848551e-05,0.3652075584072065
비상금/NNG,20,31,50,5.9196782536475576e-06,1.2694268374032111e-05,0.4663268554930728
통행료/NNG,10,12,21,2.9598391268237788e-06,4.913910338335011e-06,0.6023388550118858
유유/NNG,11,21,31,3.255823039506157e-06,8.59934309208627e-06,0.3786129945788996
수출/NNG;둔화/NNG,39,37,75,1.1543372594612738e-05,1.515122354319962e-05,0.7618772544474662
디폴트/NNG;위험/NNG,13,22,34,3.847790864870912e-06,9.008835620280857e-06,0.4271130062811553
연장선/NNG,29,37,65,8.583533467788958e-06,1.515122354319962e-05,0.5665241122814493
무력화/NNG,9,17,25,2.663855214141401e-06,6.961372979307933e-06,0.3826623314193156
의혹/NNG,67,65,131,1.983092214971932e-05,2.661701433264798e-05,0.7450468298916247
개연/NNG,69,73,141,2.0422889975084075e-05,2.989295455820465e-05,0.6832007834929334
반감/NNG,38,37,74,1.124738868193036e-05,1.515122354319962e-05,0.7423419402308645
제제/NNG,14,17,30,4.143774777553291e-06,6.961372979307933e-06,0.5952525155411577
성서/NNG,7,18,24,2.0718873887766454e-06,7.370865507502517e-06,0.2810914656722134
제소/NNG,11,12,22,3.255823039506157e-06,4.913910338335011e-06,0.6625727405130744
그리드/NNG,7,14,20,2.0718873887766454e-06,5.73289539472418e-06,0.3614033130071314
파급/NNG,256,276,531,7.577188164668874e-05,0.0001130199377817,0.6704293342740989
상안/NNG,11,14,24,3.255823039506157e-06,5.73289539472418e-06,0.5679194918683494
전산/NNG,225,215,439,6.659638035353503e-05,8.804089356183563e-05,0.7564255388521356
행의/NNG,22,23,44,6.511646079012314e-06,9.41832814847544e-06,0.6913802509701645
대법원/NNG,21,34,54,6.215662166329935e-06,1.3922745958615866e-05,0.4464393866558682
평가이익/NNG,32,45,76,9.471485205836092e-06,1.842716376875629e-05,0.5139958229434758
전망/NNG;안정/NNG,10,24,33,2.9598391268237788e-06,9.827820676670024e-06,0.3011694275059429
대출태도/NNG,100,175,274,2.959839126823779e-05,7.166119243405226e-05,0.4130323577224359
해답/NNG,6,15,20,1.7759034760942673e-06,6.142387922918765e-06,0.2891226504057051
자민/NNG,15,15,29,4.439758690235668e-06,6.142387922918765e-06,0.7228066260142628
잠재/NNG;성장률/NNG;하락/NNG,15,30,44,4.439758690235668e-06,1.228477584583753e-05,0.3614033130071314
향배/NNG,33,48,80,9.76746911851847e-06,1.9655641353340045e-05,0.4969295553848057
내외/NNG;금리갭/NNG;확대/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
거치/NNG,61,68,128,1.805501867362505e-05,2.7845491917231733e-05,0.6484000615716181
오버행/NNG,8,16,23,2.367871301459023e-06,6.5518804511133485e-06,0.3614033130071314
밝혔으며/VV,27,63,89,7.991565642424203e-06,2.579802927625881e-05,0.3097742682918269
숏포지션/NNG,12,25,36,3.5518069521885345e-06,1.0237313204864608e-05,0.3469471804868462
여간/MAG,13,13,25,3.847790864870912e-06,5.323402866529596e-06,0.7228066260142628
날갯짓/NNG,12,19,30,3.5518069521885345e-06,7.780358035697102e-06,0.4565094480090081
하락/NNG;금리/NNG;인하/NNG,11,18,28,3.255823039506157e-06,7.370865507502517e-06,0.4417151603420495
휩쓸/VV,10,10,19,2.9598391268237788e-06,4.094925281945843e-06,0.7228066260142629
인상/NNG;인하/NNG,11,17,27,3.255823039506157e-06,6.961372979307933e-06,0.4676984050680524
루머/NNG,27,34,60,7.991565642424203e-06,1.3922745958615866e-05,0.5739934971289734
재정/NNG;긴축/NNG,20,31,50,5.9196782536475576e-06,1.2694268374032111e-05,0.4663268554930728
재고조정/NNG,38,53,90,1.124738868193036e-05,2.1703103994312966e-05,0.5182387129913584
결단/NNG,21,21,41,6.215662166329935e-06,8.59934309208627e-06,0.7228066260142629
정책/NNG;불확실성/NNG,35,38,72,1.0359436943883226e-05,1.5560716071394204e-05,0.6657429450131368
행지/NNG,15,23,37,4.439758690235668e-06,9.41832814847544e-06,0.4713956256614758
직거래/NNG,11,11,21,3.255823039506157e-06,4.504417810140428e-06,0.7228066260142628
통폐합/NNG,6,14,19,1.7759034760942673e-06,5.73289539472418e-06,0.3097742682918269
반영시/NNG,5,13,17,1.4799195634118894e-06,5.323402866529596e-06,0.2780025484670241
고마진/NNG,9,10,18,2.663855214141401e-06,4.094925281945843e-06,0.6505259634128366
방향설정/NNG,1,18,18,2.959839126823779e-07,7.370865507502517e-06,0.040155923667459
금리/NNG;인상/NNG;경계/NNG,19,19,37,5.62369434096518e-06,7.780358035697102e-06,0.7228066260142628
전병/NNG,297,394,690,8.790722206666623e-05,0.0001613400561086,0.544856771386386
인니/NNG,204,192,395,6.038071818720509e-05,7.862256541336018e-05,0.7679820401401544
주택시장/NNG;개선/NNG,6,14,19,1.7759034760942673e-06,5.73289539472418e-06,0.3097742682918269
결정짓/VV,12,19,30,3.5518069521885345e-06,7.780358035697102e-06,0.4565094480090081
기정사실화/NNG,49,53,101,1.4503211721436517e-05,2.1703103994312966e-05,0.6682551825414884
일용직/NNG,20,19,38,5.9196782536475576e-06,7.780358035697102e-06,0.7608490800150135
연맹/NNG,4,14,17,1.1839356507295115e-06,5.73289539472418e-06,0.2065161788612179
증분/NNG,6,17,22,1.7759034760942673e-06,6.961372979307933e-06,0.2551082209462104
아마도/MAG,66,70,135,1.953493823703694e-05,2.86644769736209e-05,0.6815033902420193
분명/NNG,27,29,55,7.991565642424203e-06,1.1875283317642944e-05,0.672957893185693
개관/NNG,23,22,44,6.8076299916946914e-06,9.008835620280857e-06,0.7556614726512748
하락/NNG;원화/NNG;강세/NNG,6,12,17,1.7759034760942673e-06,4.913910338335011e-06,0.3614033130071314
그램/NNG,7,11,17,2.0718873887766454e-06,4.504417810140428e-06,0.4599678529181673
판사/NNG,15,25,39,4.439758690235668e-06,1.0237313204864608e-05,0.4336839756085577
장단기스프레드/NNG;확대/NNG,38,49,86,1.124738868193036e-05,2.006513388153463e-05,0.5605439140518773
점할/VV,9,11,19,2.663855214141401e-06,4.504417810140428e-06,0.5913872394662151
되돌/VV,650,639,1288,0.0001923895432435,0.0002616657255163,0.7352493065872785
금융시스템/NNG;안정/NNG,8,12,19,2.367871301459023e-06,4.913910338335011e-06,0.4818710840095085
제보/NNG,10,10,19,2.9598391268237788e-06,4.094925281945843e-06,0.7228066260142629
경기/NNG;개선/NNG;모멘텀/NNG,6,13,18,1.7759034760942673e-06,5.323402866529596e-06,0.333603058160429
어찌/MAG,28,41,68,8.287549555106581e-06,1.6789193655977957e-05,0.4936240372780332
건실/NNG,16,16,31,4.735742602918046e-06,6.5518804511133485e-06,0.7228066260142629
책임/NNG,2765,2720,5484,0.0008183955185667,0.0011138196766892,0.7347648238711165
증감/NNG,417,402,818,0.0001234252915885,0.0001646159963342,0.7497770225073322
선진국/NNG;완화/NNG,11,13,23,3.255823039506157e-06,5.323402866529596e-06,0.6116056066274532
금리/NNG;인상/NNG;우려/NNG,32,42,73,9.471485205836092e-06,1.719868618417254e-05,0.5507098102965813
지난번/NNG,57,65,121,1.687108302289554e-05,2.661701433264798e-05,0.6338458105048151
각사/NNG,26,52,77,7.695581729741824e-06,2.1293611466118384e-05,0.3614033130071314
내정/NNG,11,12,22,3.255823039506157e-06,4.913910338335011e-06,0.6625727405130744
분양권/NNG,24,26,49,7.103613904377069e-06,1.0646805733059192e-05,0.667206116320858
소비/NNG;확대/NNG,20,19,38,5.9196782536475576e-06,7.780358035697102e-06,0.7608490800150135
금리/NNG;인하/NNG;기대/NNG;과도/NNG,18,24,41,5.327710428282802e-06,9.827820676670024e-06,0.5421049695106972
수로/NNG,11,12,22,3.255823039506157e-06,4.913910338335011e-06,0.6625727405130744
미침/VV,16,17,32,4.735742602918046e-06,6.961372979307933e-06,0.6802885891898944
서부텍사스산원유/NNG;가격/NNG;하락/NNG,4,20,23,1.1839356507295115e-06,8.189850563891686e-06,0.1445613252028526
소비/NNG;침체/NNG,9,11,19,2.663855214141401e-06,4.504417810140428e-06,0.5913872394662151
덕우/NNG,7,15,21,2.0718873887766454e-06,6.142387922918765e-06,0.337309758806656
미묘/NNG,22,22,43,6.511646079012314e-06,9.008835620280857e-06,0.7228066260142628
주체/NNG,206,253,458,6.097268601256984e-05,0.0001036016096332,0.5885302962803879
이평선/NNG,279,268,546,8.257951163838343e-05,0.0001097439975561,0.7524740621566394
가계/NNG;대출/NNG;높/VA;증가/NNG,9,10,18,2.663855214141401e-06,4.094925281945843e-06,0.6505259634128366
근원/NNG;인플레이션/NNG;소폭/MAG;하락/NNG,6,19,24,1.7759034760942673e-06,7.780358035697102e-06,0.228254724004504
더블/NNG,22,32,53,6.511646079012314e-06,1.3103760902226695e-05,0.4969295553848057
절대/MAG,226,244,469,6.68923642662174e-05,9.991617687947856e-05,0.6694848257345223
기업/NNG;실적/NNG;부진/NNG;우려/NNG,8,14,21,2.367871301459023e-06,5.73289539472418e-06,0.4130323577224359
취해/VV,16,18,33,4.735742602918046e-06,7.370865507502517e-06,0.6424947786793448
중화학공업/NNG,9,9,17,2.663855214141401e-06,3.6854327537512585e-06,0.7228066260142629
금리/NNG;인상/NNG;종료/NNG,4,18,21,1.1839356507295115e-06,7.370865507502517e-06,0.1606236946698362
하역/NNG,11,11,21,3.255823039506157e-06,4.504417810140428e-06,0.7228066260142628
증산/NNG,26,49,74,7.695581729741824e-06,2.006513388153463e-05,0.3835300464565476
과열/NNG;우려/NNG,9,14,22,2.663855214141401e-06,5.73289539472418e-06,0.4646614024377404
총평/NNG,18,21,38,5.327710428282802e-06,8.59934309208627e-06,0.6195485365836539
지배력/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
외채/NNG,622,915,1536,0.0001841019936884,0.000374685663298,0.4913505151703513
경전/NNG,32,34,65,9.471485205836092e-06,1.3922745958615866e-05,0.6802885891898944
재연/NNG,50,76,125,1.4799195634118895e-05,3.112143214278841e-05,0.4755306750093835
인플레이션/NNG;금리/NNG;인상/NNG,8,11,18,2.367871301459023e-06,4.504417810140428e-06,0.5256775461921911
시리아사태/NNG,9,16,24,2.663855214141401e-06,6.5518804511133485e-06,0.4065787271330229
유휴노동력/NNG,44,56,99,1.3023292158024628e-05,2.293158157889672e-05,0.5679194918683494
감사보고서/NNG,74,84,157,2.1902809538495963e-05,3.439737236834508e-05,0.6367582181554221
경제/NNG;성장률/NNG;낮/VA,10,13,22,2.9598391268237788e-06,5.323402866529596e-06,0.5560050969340483
