단어,up,down,total,prob_up,prob_down,polarity_score
이자소득세/NNG,58,55,112,1.7167066935577917e-05,2.2522089050702138e-05,0.7622324419786771
추문/NNG,2,16,17,5.919678253647558e-07,6.5518804511133485e-06,0.0903508282517828
소개/NNG,276,285,560,8.16915599003363e-05,0.0001167053705354,0.6999811536138125
명명/NNG,12,24,35,3.5518069521885345e-06,9.827820676670024e-06,0.3614033130071314
폭넓/VA,32,39,70,9.471485205836092e-06,1.597020859958879e-05,0.5930721033963182
서플라이체인/NNG,6,17,22,1.7759034760942673e-06,6.961372979307933e-06,0.2551082209462104
기억/NNG,61,69,129,1.805501867362505e-05,2.8254984445426315e-05,0.6390029592300005
신종/NNG,126,163,288,3.7293972997979615e-05,6.674728209571725e-05,0.5587339563055038
랑화/NNG,11,11,21,3.255823039506157e-06,4.504417810140428e-06,0.7228066260142628
비교역재/NNG,7,11,17,2.0718873887766454e-06,4.504417810140428e-06,0.4599678529181673
면밀히/MAG,614,705,1318,0.0001817341223869,0.0002886922323771,0.6295081820890175
위시/NNG,16,18,33,4.735742602918046e-06,7.370865507502517e-06,0.6424947786793448
장담/NNG,44,46,89,1.3023292158024628e-05,1.883665629695088e-05,0.6913802509701645
완화/NNG;금리/NNG;인상/NNG,9,15,23,2.663855214141401e-06,6.142387922918765e-06,0.4336839756085577
하락룸/NNG,47,50,96,1.391124389607176e-05,2.0474626409729213e-05,0.6794382284534072
개선/NNG;조짐/NNG,32,33,64,9.471485205836092e-06,1.3513253430421284e-05,0.7009033949229215
플랫/NNG,34,51,84,1.0063453031200847e-05,2.08841189379238e-05,0.4818710840095085
커뮤니케이션/NNG,135,216,350,3.995782821212101e-05,8.845038609003021e-05,0.4517541412589143
소규모/NNG,119,118,236,3.522208560920297e-05,4.832011832696095e-05,0.7289321058957398
꼬임/NNG,6,13,18,1.7759034760942673e-06,5.323402866529596e-06,0.333603058160429
떠안/VV,27,28,54,7.991565642424203e-06,1.146579078944836e-05,0.6969921036566107
적어도/MAG,279,276,554,8.257951163838343e-05,0.0001130199377817,0.7306632197752875
자국/NNG,290,330,619,8.583533467788959e-05,0.0001351325343042,0.6351937016488977
담보자산/NNG,10,31,40,2.9598391268237788e-06,1.2694268374032111e-05,0.2331634277465364
제하/NNG,9,9,17,2.663855214141401e-06,3.6854327537512585e-06,0.7228066260142629
특별회계/NNG,8,14,21,2.367871301459023e-06,5.73289539472418e-06,0.4130323577224359
상하향/NNG,18,47,64,5.327710428282802e-06,1.9246148825145463e-05,0.2768195588990794
탄소/NNG,64,63,126,1.8942970411672184e-05,2.579802927625881e-05,0.7342797470621083
공통점/NNG,44,47,90,1.3023292158024628e-05,1.9246148825145463e-05,0.6766700328644163
온건/NNG,10,13,22,2.9598391268237788e-06,5.323402866529596e-06,0.5560050969340483
예산안/NNG,224,259,482,6.630039644085265e-05,0.0001060585648023,0.6251300549312544
급과/NNG,23,27,49,6.8076299916946914e-06,1.1056298261253776e-05,0.6157241629010387
부채비율/NNG;상승/NNG,11,16,26,3.255823039506157e-06,6.5518804511133485e-06,0.4969295553848057
사실/MAG,278,275,552,8.228352772570105e-05,0.0001126104452535,0.7306917892071457
온도차/NNG,26,32,57,7.695581729741824e-06,1.3103760902226695e-05,0.5872803836365885
행계/NNG,13,64,76,3.847790864870912e-06,2.62075218044534e-05,0.1468200959091471
고용/NNG;개선/NNG,48,48,95,1.4207227808754138e-05,1.9655641353340045e-05,0.7228066260142629
보험기금/NNG,166,218,383,4.913332950527473e-05,8.926937114641937e-05,0.5503940363227874
디플레이션/NNG;우려/NNG,20,36,55,5.9196782536475576e-06,1.4741731015005034e-05,0.4015592366745905
직접금융/NNG,96,97,192,2.841445561750828e-05,3.972077523487468e-05,0.7153550113130849
투자기회/NNG,86,85,170,2.545461649068449e-05,3.480686489653967e-05,0.7313102333791365
시설자금/NNG,90,88,177,2.663855214141401e-05,3.603534248112342e-05,0.7392340493327688
모색/NNG,161,184,344,4.765340994186284e-05,7.534662518780351e-05,0.63245579776248
국한/NNG,65,72,136,1.923895432435456e-05,2.9483462030010068e-05,0.6525337595962095
협정/NNG,33,37,69,9.76746911851847e-06,1.515122354319962e-05,0.6446653691478561
전성시대/NNG,4,17,20,1.1839356507295115e-06,6.961372979307933e-06,0.1700721472974736
소비/NNG;개선/NNG,32,34,65,9.471485205836092e-06,1.3922745958615866e-05,0.6802885891898944
켜진/VV,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
핑크/NNG,20,22,41,5.9196782536475576e-06,9.008835620280857e-06,0.657096932740239
여름철/NNG,13,16,28,3.847790864870912e-06,6.5518804511133485e-06,0.5872803836365885
계승/NNG,9,12,20,2.663855214141401e-06,4.913910338335011e-06,0.5421049695106972
명지/NNG,7,17,23,2.0718873887766454e-06,6.961372979307933e-06,0.2976262577705788
던진/VV,13,13,25,3.847790864870912e-06,5.323402866529596e-06,0.7228066260142628
동계/NNG,8,20,27,2.367871301459023e-06,8.189850563891686e-06,0.2891226504057052
위험/NNG;확대/NNG,35,35,69,1.0359436943883226e-05,1.433223848681045e-05,0.7228066260142628
금리/NNG;인하/NNG;제한/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
배고프/VV,1,23,23,2.959839126823779e-07,9.41832814847544e-06,0.0314263750440983
환기/NNG,16,21,36,4.735742602918046e-06,8.59934309208627e-06,0.5507098102965813
국산/NNG,34,37,70,1.0063453031200847e-05,1.515122354319962e-05,0.6642006833644577
연간화/NNG,13,21,33,3.847790864870912e-06,8.59934309208627e-06,0.4474517208659722
대강/NNG,9,13,21,2.663855214141401e-06,5.323402866529596e-06,0.5004045872406435
지표/NNG;둔화/NNG,25,28,52,7.399597817059448e-06,1.146579078944836e-05,0.6453630589413062
소비자/NNG;물가/NNG;상승률/NNG;하락/NNG,6,15,20,1.7759034760942673e-06,6.142387922918765e-06,0.2891226504057051
미결제/NNG,24,33,56,7.103613904377069e-06,1.3513253430421284e-05,0.5256775461921911
근원/NNG;소비자/NNG;물가/NNG;안정/NNG,6,12,17,1.7759034760942673e-06,4.913910338335011e-06,0.3614033130071314
기업/NNG;실적/NNG;악화/NNG;우려/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
증빙/NNG,1175,1236,2410,0.0003477810974017,0.0005061327648485,0.6871341307174424
생긴/VV,50,50,99,1.4799195634118895e-05,2.0474626409729213e-05,0.7228066260142629
브릭스/NNG,11,11,21,3.255823039506157e-06,4.504417810140428e-06,0.7228066260142628
엇박자/NNG,9,13,21,2.663855214141401e-06,5.323402866529596e-06,0.5004045872406435
원달러/NNG;급등/NNG,21,26,46,6.215662166329935e-06,1.0646805733059192e-05,0.5838053517807508
소멸시효/NNG,1,17,17,2.959839126823779e-07,6.961372979307933e-06,0.0425180368243684
세계/NNG;경제/NNG;더디/VA;회복/NNG,5,13,17,1.4799195634118894e-06,5.323402866529596e-06,0.2780025484670241
베이비부머/NNG,22,23,44,6.511646079012314e-06,9.41832814847544e-06,0.6913802509701645
개선/NNG;쉽/VA;않/VX,6,14,19,1.7759034760942673e-06,5.73289539472418e-06,0.3097742682918269
맞이해/VV,10,12,21,2.9598391268237788e-06,4.913910338335011e-06,0.6023388550118858
금리/NNG;인하/NNG;기대/NNG;강화/NNG,15,19,33,4.439758690235668e-06,7.780358035697102e-06,0.5706368100112602
수량/NNG,601,794,1394,0.0001778863315221,0.0003251370673864,0.5471118164163375
디플레이션/NNG,485,531,1015,0.0001435521976509,0.0002174405324713,0.6601906094480555
체납/NNG,23,25,47,6.8076299916946914e-06,1.0237313204864608e-05,0.6649820959331219
빛나/VV,11,16,26,3.255823039506157e-06,6.5518804511133485e-06,0.4969295553848057
가해/VV,11,13,23,3.255823039506157e-06,5.323402866529596e-06,0.6116056066274532
주식형/NNG,469,486,954,0.000138816455048,0.0001990133687025,0.697523266668085
금융상황/NNG,101,154,254,2.9894375180920167e-05,6.306184934196598e-05,0.4740485014768867
소비자/NNG;물가/NNG;안정/NNG,20,25,44,5.9196782536475576e-06,1.0237313204864608e-05,0.5782453008114103
기업명/NNG,158,174,331,4.676545820381571e-05,7.125169990585766e-05,0.6563416489095031
미술품/NNG,10,12,21,2.9598391268237788e-06,4.913910338335011e-06,0.6023388550118858
안정국면/NNG,33,46,78,9.76746911851847e-06,1.883665629695088e-05,0.5185351882276233
만기일시상환/NNG,23,27,49,6.8076299916946914e-06,1.1056298261253776e-05,0.6157241629010387
채권시장/NNG,5107,4940,10046,0.0015115898420689,0.0020228930892812,0.7472415868532065
통화/NNG;상승/NNG,9,17,25,2.663855214141401e-06,6.961372979307933e-06,0.3826623314193156
브리프/NNG,19,18,36,5.62369434096518e-06,7.370865507502517e-06,0.762962549681722
결정시/NNG,230,324,553,6.807629991694691e-05,0.000132675579135,0.5131034690841989
만기보유/NNG,33,33,65,9.76746911851847e-06,1.3513253430421284e-05,0.7228066260142628
흑자국/NNG,14,18,31,4.143774777553291e-06,7.370865507502517e-06,0.5621829313444268
매출원가/NNG,6,12,17,1.7759034760942673e-06,4.913910338335011e-06,0.3614033130071314
운명/NNG,23,25,47,6.8076299916946914e-06,1.0237313204864608e-05,0.6649820959331219
유의/NNG,900,1155,2054,0.0002663855214141,0.0004729638700647,0.5632259423487763
여력/NNG;높/VA,11,13,23,3.255823039506157e-06,5.323402866529596e-06,0.6116056066274532
사채발행/NNG,44,69,112,1.3023292158024628e-05,2.8254984445426315e-05,0.460920167313443
높/VA;fed/NNG;금리/NNG;인상/NNG,4,17,20,1.1839356507295115e-06,6.961372979307933e-06,0.1700721472974736
거실/NNG,9,14,22,2.663855214141401e-06,5.73289539472418e-06,0.4646614024377404
소비/NNG;투자심리/NNG;위축/NNG,12,14,25,3.5518069521885345e-06,5.73289539472418e-06,0.6195485365836539
남여/NNG,11,11,21,3.255823039506157e-06,4.504417810140428e-06,0.7228066260142628
나타냈으며/VV,16,25,40,4.735742602918046e-06,1.0237313204864608e-05,0.4625962406491282
관심주/NNG,6,22,27,1.7759034760942673e-06,9.008835620280857e-06,0.1971290798220716
고정금리부/NNG,9,17,25,2.663855214141401e-06,6.961372979307933e-06,0.3826623314193156
장률/NNG,9,12,20,2.663855214141401e-06,4.913910338335011e-06,0.5421049695106972
강구/NNG,140,196,335,4.14377477755329e-05,8.026053552613852e-05,0.5162904471530448
취급비중/NNG,11,12,22,3.255823039506157e-06,4.913910338335011e-06,0.6625727405130744
유동성/NNG;개선/NNG,10,17,26,2.9598391268237788e-06,6.961372979307933e-06,0.425180368243684
조원/NNG,3248,3303,6550,0.0009613557483923,0.0013525538206267,0.7107707905825994
펀더멘털/NNG;회복/NNG,9,19,27,2.663855214141401e-06,7.780358035697102e-06,0.3423820860067561
안전자산/NNG;선호/NNG;강화/NNG,28,30,57,8.287549555106581e-06,1.228477584583753e-05,0.6746195176133121
미술/NNG,18,22,39,5.327710428282802e-06,9.008835620280857e-06,0.5913872394662151
황원/NNG,228,293,520,6.748433209158216e-05,0.000119981310761,0.562457033212464
독자/NNG,104,107,210,3.07823269189673e-05,4.381570051682052e-05,0.7025410196774143
총합/NNG,15,15,29,4.439758690235668e-06,6.142387922918765e-06,0.7228066260142628
펀더멘털/NNG,1152,1408,2559,0.00034097346741,0.0005765654796979,0.5913872394662151
불안정성/NNG,90,127,216,2.663855214141401e-05,5.2005551080712206e-05,0.5122251680416036
담배/NNG,62,76,137,1.835100258630743e-05,3.112143214278841e-05,0.5896580370116355
경제/NNG;경기/NNG;개선/NNG,9,18,26,2.663855214141401e-06,7.370865507502517e-06,0.3614033130071314
고용증감/NNG,88,94,181,2.604658431604925e-05,3.849229765029093e-05,0.6766700328644163
외환보유액/NNG;증가/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
역레포/NNG,12,58,69,3.5518069521885345e-06,2.375056663528589e-05,0.1495461984857095
핵협상/NNG,6,18,23,1.7759034760942673e-06,7.370865507502517e-06,0.2409355420047542
국고채/NNG;스프레드/NNG;확대/NNG,12,18,29,3.5518069521885345e-06,7.370865507502517e-06,0.4818710840095085
시스템/NNG;위험/NNG,23,33,55,6.8076299916946914e-06,1.3513253430421284e-05,0.5037743151008498
국내외/NNG,1387,1410,2796,0.0004105296868904,0.0005773844647543,0.7110161633204131
제자리/NNG,51,48,98,1.5095179546801272e-05,1.9655641353340045e-05,0.7679820401401544
금리/NNG;급락/NNG,46,57,102,1.3615259983389385e-05,2.3341074107091305e-05,0.5833176280115104
주택처분/NNG,11,11,21,3.255823039506157e-06,4.504417810140428e-06,0.7228066260142628
금의/NNG,8,14,21,2.367871301459023e-06,5.73289539472418e-06,0.4130323577224359
하향/NNG;등급/NNG;하향/NNG,23,30,52,6.8076299916946914e-06,1.228477584583753e-05,0.5541517466109348
수국/NNG,58,58,115,1.7167066935577917e-05,2.375056663528589e-05,0.7228066260142628
원화/NNG;환율/NNG;상승/NNG,8,11,18,2.367871301459023e-06,4.504417810140428e-06,0.5256775461921911
베일인/NNG,7,46,52,2.0718873887766454e-06,1.883665629695088e-05,0.1099923126543443
물가/NNG;성장/NNG,23,29,51,6.8076299916946914e-06,1.1875283317642944e-05,0.5732604275285533
모형/NNG,206,296,501,6.097268601256984e-05,0.0001212097883455,0.5030343410774937
불변/NNG,20,20,39,5.9196782536475576e-06,8.189850563891686e-06,0.7228066260142629
활로/NNG,15,18,32,4.439758690235668e-06,7.370865507502517e-06,0.6023388550118858
경기/NNG;불확실성/NNG;높/VA,11,22,32,3.255823039506157e-06,9.008835620280857e-06,0.3614033130071314
인하/NNG;가능성/NNG;높/VA,9,22,30,2.663855214141401e-06,9.008835620280857e-06,0.2956936197331075
의결문/NNG,76,79,154,2.249477736386072e-05,3.234990972737216e-05,0.6953582731276453
구제금융기금/NNG,8,18,25,2.367871301459023e-06,7.370865507502517e-06,0.3212473893396724
당선자/NNG,12,15,26,3.5518069521885345e-06,6.142387922918765e-06,0.5782453008114102
제약조건/NNG,10,13,22,2.9598391268237788e-06,5.323402866529596e-06,0.5560050969340483
상공회의소/NNG,21,42,62,6.215662166329935e-06,1.719868618417254e-05,0.3614033130071314
메일/VV,1,23,23,2.959839126823779e-07,9.41832814847544e-06,0.0314263750440983
물가채/NNG,302,434,735,8.938714163007812e-05,0.0001777197572364,0.5029668227103857
소유권/NNG,32,46,77,9.471485205836092e-06,1.883665629695088e-05,0.5028220007055741
빈곤/NNG,15,24,38,4.439758690235668e-06,9.827820676670024e-06,0.4517541412589143
생계형/NNG,19,25,43,5.62369434096518e-06,1.0237313204864608e-05,0.5493330357708398
종목군/NNG,15,37,51,4.439758690235668e-06,1.515122354319962e-05,0.2930297132490255
상충관계/NNG,10,12,21,2.9598391268237788e-06,4.913910338335011e-06,0.6023388550118858
버터플라이/NNG,21,28,48,6.215662166329935e-06,1.146579078944836e-05,0.5421049695106971
예금보험/NNG,10,11,20,2.9598391268237788e-06,4.504417810140428e-06,0.657096932740239
ebitda/NNG,316,374,689,9.35309164076314e-05,0.0001531502055447,0.6107136198409281
응모/NNG,14,35,48,4.143774777553291e-06,1.433223848681045e-05,0.2891226504057052
선수촌/NNG,7,15,21,2.0718873887766454e-06,6.142387922918765e-06,0.337309758806656
더디/VA;회복/NNG,15,16,30,4.439758690235668e-06,6.5518804511133485e-06,0.6776312118883715
높/VA;안정/NNG,13,13,25,3.847790864870912e-06,5.323402866529596e-06,0.7228066260142628
대내외/NNG,1003,1147,2149,0.0002968718644204,0.0004696879298391,0.6320619406210163
평정/NNG,52,64,115,1.539116345948365e-05,2.62075218044534e-05,0.5872803836365885
가결/NNG,91,108,198,2.693453605409639e-05,4.4225193045015104e-05,0.6090315089564623
계열회사/NNG,200,224,423,5.919678253647558e-05,9.172632631558688e-05,0.6453630589413062
한도소진/NNG,9,16,24,2.663855214141401e-06,6.5518804511133485e-06,0.4065787271330229
스냅샷/NNG,16,28,43,4.735742602918046e-06,1.146579078944836e-05,0.4130323577224359
호피/NNG,7,17,23,2.0718873887766454e-06,6.961372979307933e-06,0.2976262577705788
기다려/VV,12,19,30,3.5518069521885345e-06,7.780358035697102e-06,0.4565094480090081
초유/NNG,9,14,22,2.663855214141401e-06,5.73289539472418e-06,0.4646614024377404
재무/NNG;부담/NNG;확대/NNG,15,17,31,4.439758690235668e-06,6.961372979307933e-06,0.637770552365526
금융위기/NNG;최저/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
지표/NNG;금리/NNG;인하/NNG,13,14,26,3.847790864870912e-06,5.73289539472418e-06,0.6711775812989583
회관/NNG,70,71,140,2.071887388776645e-05,2.907396950181549e-05,0.7126262509999775
탈피/NNG,93,101,193,2.7526503879461143e-05,4.1358745347653015e-05,0.6655546160329351
수순/NNG,80,77,156,2.367871301459023e-05,3.153092467098299e-05,0.7509679231317017
소득분위/NNG,8,21,28,2.367871301459023e-06,8.59934309208627e-06,0.2753549051482906
수수/NNG,39,62,100,1.1543372594612738e-05,2.5388536748064223e-05,0.454668684105746
진입장벽/NNG,31,33,63,9.175501293153715e-06,1.3513253430421284e-05,0.6790001638315804
보완/NNG,203,223,425,6.008473427452271e-05,9.13168337873923e-05,0.6579809196452707
지출/NNG;축소/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
공급측면/NNG,125,141,265,3.699798908529724e-05,5.773844647543638e-05,0.6407860159700912
적순/NNG,408,422,829,0.0001207614363744,0.0001728058468981,0.6988272592744532
키프/NNG,7,30,36,2.0718873887766454e-06,1.228477584583753e-05,0.168654879403328
순천/NNG,19,20,38,5.62369434096518e-06,8.189850563891686e-06,0.6866662947135498
채권비율/NNG,13,14,26,3.847790864870912e-06,5.73289539472418e-06,0.6711775812989583
상하위/NNG,25,39,63,7.399597817059448e-06,1.597020859958879e-05,0.4633375807783736
수요/NNG;인플레이션/NNG;압력/NNG,9,15,23,2.663855214141401e-06,6.142387922918765e-06,0.4336839756085577
옵션프리미엄/NNG,10,14,23,2.9598391268237788e-06,5.73289539472418e-06,0.516290447153045
여력/NNG;제한/NNG,10,17,26,2.9598391268237788e-06,6.961372979307933e-06,0.425180368243684
고용자/NNG,20,21,40,5.9196782536475576e-06,8.59934309208627e-06,0.6883872628707266
자유무역/NNG,10,16,25,2.9598391268237788e-06,6.5518804511133485e-06,0.4517541412589143
흡수력/NNG,29,36,64,8.583533467788958e-06,1.4741731015005034e-05,0.5822608931781562
레벨/NNG,1131,1115,2245,0.0003347578052437,0.0004565841689369,0.7331787390333016
펀더멘털/NNG;부진/NNG,9,19,27,2.663855214141401e-06,7.780358035697102e-06,0.3423820860067561
사업보고서/NNG,24,28,51,7.103613904377069e-06,1.146579078944836e-05,0.6195485365836539
합하/VV,9,12,20,2.663855214141401e-06,4.913910338335011e-06,0.5421049695106972
경직/NNG,239,225,463,7.074015513108832e-05,9.213581884378146e-05,0.767781260521817
고용자수/NNG;증가/NNG;둔화/NNG,7,11,17,2.0718873887766454e-06,4.504417810140428e-06,0.4599678529181673
새누리당/NNG,8,19,26,2.367871301459023e-06,7.780358035697102e-06,0.3043396320060054
잠재경제활동인구/NNG,6,12,17,1.7759034760942673e-06,4.913910338335011e-06,0.3614033130071314
중위/NNG,25,33,57,7.399597817059448e-06,1.3513253430421284e-05,0.5475807772835325
따라서/VV,461,505,965,0.0001364485837465,0.0002067937267382,0.6598294150348023
출생지/NNG,1,23,23,2.959839126823779e-07,9.41832814847544e-06,0.0314263750440983
상관없이/MAG,31,37,67,9.175501293153715e-06,1.515122354319962e-05,0.6055947407146527
금본위제/NNG,3,25,27,8.879517380471336e-07,1.0237313204864608e-05,0.0867367951217115
사후/NNG,41,45,85,1.2135340419977494e-05,1.842716376875629e-05,0.6585571481463285
망치/NNG,15,25,39,4.439758690235668e-06,1.0237313204864608e-05,0.4336839756085577
단기화/NNG,46,73,118,1.3615259983389385e-05,2.989295455820465e-05,0.4554671889952889
문제점/NNG,96,102,197,2.841445561750828e-05,4.17682378758476e-05,0.6802885891898944
소비자/NNG;물가/NNG;상승률/NNG;낮/VA,17,23,39,5.031726515600424e-06,9.41832814847544e-06,0.5342483757496725
노령/NNG,11,12,22,3.255823039506157e-06,4.913910338335011e-06,0.6625727405130744
대량매매/NNG,5,14,18,1.4799195634118894e-06,5.73289539472418e-06,0.2581452235765225
자금흐름/NNG,409,486,894,0.000121057420287,0.0001990133687025,0.6082878807403982
하방/NNG;위험/NNG;높/VA,12,14,25,3.5518069521885345e-06,5.73289539472418e-06,0.6195485365836539
가계/NNG;부채/NNG;증가/NNG,57,67,123,1.687108302289554e-05,2.7435999389037147e-05,0.6149250400419849
전기요금/NNG;인하/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
국고채/NNG;내리/VV,22,28,49,6.511646079012314e-06,1.146579078944836e-05,0.5679194918683494
페그제/NNG,2,20,21,5.919678253647558e-07,8.189850563891686e-06,0.0722806626014263
파생상품시장/NNG,14,22,35,4.143774777553291e-06,9.008835620280857e-06,0.4599678529181673
권위/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
활용도/NNG,36,35,70,1.0655420856565604e-05,1.433223848681045e-05,0.7434582439003847
보유기간/NNG,61,67,127,1.805501867362505e-05,2.7435999389037147e-05,0.658077674430896
온의/NNG,16,19,34,4.735742602918046e-06,7.780358035697102e-06,0.6086792640120108
인플레이션/NNG;안정/NNG,32,32,63,9.471485205836092e-06,1.3103760902226695e-05,0.7228066260142629
하향/NNG;추세/NNG,39,37,75,1.1543372594612738e-05,1.515122354319962e-05,0.7618772544474662
대내외/NNG;경제/NNG;여건/NNG;개선/NNG,10,14,23,2.9598391268237788e-06,5.73289539472418e-06,0.516290447153045
부도율/NNG,171,212,382,5.061324906868662e-05,8.681241597725187e-05,0.5830185521152781
똑똑/NNG,11,11,21,3.255823039506157e-06,4.504417810140428e-06,0.7228066260142628
미국식/NNG,4,21,24,1.1839356507295115e-06,8.59934309208627e-06,0.1376774525741453
신용스프레드/NNG;약세/NNG,7,17,23,2.0718873887766454e-06,6.961372979307933e-06,0.2976262577705788
신용협동기구/NNG,7,18,24,2.0718873887766454e-06,7.370865507502517e-06,0.2810914656722134
수익/NNG;확보/NNG,20,23,42,5.9196782536475576e-06,9.41832814847544e-06,0.6285275008819677
위안화예금/NNG,7,19,25,2.0718873887766454e-06,7.780358035697102e-06,0.2662971780052547
시장구조/NNG,9,17,25,2.663855214141401e-06,6.961372979307933e-06,0.3826623314193156
담배가격/NNG,28,51,78,8.287549555106581e-06,2.08841189379238e-05,0.3968350103607718
수요측면/NNG;물가/NNG;상승/NNG;압력/NNG,27,34,60,7.991565642424203e-06,1.3922745958615866e-05,0.5739934971289734
표명/NNG,474,461,934,0.0001402963746114,0.0001887760554977,0.7431894592858148
기업분석/NNG,35,42,76,1.0359436943883226e-05,1.719868618417254e-05,0.6023388550118858
전망/NNG;금리/NNG;상승/NNG,13,14,26,3.847790864870912e-06,5.73289539472418e-06,0.6711775812989583
이슬람금융/NNG,1,78,78,2.959839126823779e-07,3.194041719917758e-05,0.0092667516155674
짓누르/VV,9,16,24,2.663855214141401e-06,6.5518804511133485e-06,0.4065787271330229
봉착/NNG,26,27,52,7.695581729741824e-06,1.1056298261253776e-05,0.6960360102359567
분담/NNG,73,69,141,2.1606825625813582e-05,2.8254984445426315e-05,0.7647084594063941
선반영/NNG,389,449,837,0.0001151377420334,0.0001838621451593,0.6262177673041164
국고채/NNG;금리/NNG;급락/NNG,5,23,27,1.4799195634118894e-06,9.41832814847544e-06,0.1571318752204919
럭셔리/NNG,7,27,33,2.0718873887766454e-06,1.1056298261253776e-05,0.1873943104481422
범주/NNG,23,28,50,6.8076299916946914e-06,1.146579078944836e-05,0.5937340142260017
부서장/NNG,11,16,26,3.255823039506157e-06,6.5518804511133485e-06,0.4969295553848057
저물가/NNG,179,348,526,5.298112037014564e-05,0.0001425033998117,0.3717884656797501
위험/NNG;낮/VV,8,11,18,2.367871301459023e-06,4.504417810140428e-06,0.5256775461921911
물러서/VV,15,15,29,4.439758690235668e-06,6.142387922918765e-06,0.7228066260142628
심정/NNG,9,10,18,2.663855214141401e-06,4.094925281945843e-06,0.6505259634128366
공산품/NNG,21,35,55,6.215662166329935e-06,1.433223848681045e-05,0.4336839756085577
부진/NNG;상쇄/NNG,10,10,19,2.9598391268237788e-06,4.094925281945843e-06,0.7228066260142629
산단/VV,13,14,26,3.847790864870912e-06,5.73289539472418e-06,0.6711775812989583
화학제품/NNG,22,27,48,6.511646079012314e-06,1.1056298261253776e-05,0.5889535471227327
공시일/NNG,23,22,44,6.8076299916946914e-06,9.008835620280857e-06,0.7556614726512748
미선/NNG,871,880,1750,0.0002578019879463,0.0003603534248112,0.7154142855209351
자인/NNG,13,15,27,3.847790864870912e-06,6.142387922918765e-06,0.6264324092123611
매매동향/NNG,72,100,171,2.131084171313121e-05,4.0949252819458426e-05,0.5204207707302694
발행세/NNG,26,25,50,7.695581729741824e-06,1.0237313204864608e-05,0.7517188910548334
소비자/NNG;물가/NNG;경계/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
기금/NNG,1265,1272,2536,0.0003744196495432,0.0005208744958635,0.7188289165943731
경제모형/NNG,8,11,18,2.367871301459023e-06,4.504417810140428e-06,0.5256775461921911
채권/NNG;위험/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
상이/NNG,113,109,221,3.34461821331087e-05,4.4634685573209686e-05,0.7493316398129515
재정/NNG;적자/NNG;축소/NNG,13,18,30,3.847790864870912e-06,7.370865507502517e-06,0.5220270076769676
프랑스국채/NNG,26,38,63,7.695581729741824e-06,1.5560716071394204e-05,0.4945519020097587
수요/NNG;부진/NNG,58,69,126,1.7167066935577917e-05,2.8254984445426315e-05,0.6075765841859021
에너지제외지수/NNG,41,40,80,1.2135340419977494e-05,1.637970112778337e-05,0.7408767916646195
편드/VV,12,17,28,3.5518069521885345e-06,6.961372979307933e-06,0.5102164418924209
채권/NNG;금리/NNG;상승/NNG;제한/NNG,12,15,26,3.5518069521885345e-06,6.142387922918765e-06,0.5782453008114102
제철/NNG,7,25,31,2.0718873887766454e-06,1.0237313204864608e-05,0.2023858552839936
자구노력/NNG,31,44,74,9.175501293153715e-06,1.801767124056171e-05,0.5092501228736852
찬성/NNG,143,148,290,4.232569951358004e-05,6.060489417279848e-05,0.6983874832435107
디플레이션/NNG;탈피/NNG,7,17,23,2.0718873887766454e-06,6.961372979307933e-06,0.2976262577705788
장모/NNG,8,11,18,2.367871301459023e-06,4.504417810140428e-06,0.5256775461921911
지준일/NNG,23,32,54,6.8076299916946914e-06,1.3103760902226695e-05,0.5195172624477514
국제/NNG;금융시장/NNG;불안/NNG;완화/NNG,6,15,20,1.7759034760942673e-06,6.142387922918765e-06,0.2891226504057051
부채/NNG;늘/VV,18,22,39,5.327710428282802e-06,9.008835620280857e-06,0.5913872394662151
자금/NNG;이탈/NNG,21,27,47,6.215662166329935e-06,1.1056298261253776e-05,0.5621829313444267
구성비/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
채권/NNG;강세/NNG,30,43,72,8.879517380471337e-06,1.7608178712367125e-05,0.5042836925680904
집단/NNG;대출/NNG;증가/NNG,10,10,19,2.9598391268237788e-06,4.094925281945843e-06,0.7228066260142629
신율/NNG,1,58,58,2.959839126823779e-07,2.375056663528589e-05,0.0124621832071424
원엔/NNG,110,140,249,3.2558230395061565e-05,5.73289539472418e-05,0.5679194918683493
불균형/NNG,385,411,795,0.0001139538063827,0.0001683014290879,0.6770816326410978
지수/NNG;상승/NNG;견인/NNG,17,18,34,5.031726515600424e-06,7.370865507502517e-06,0.6826507023468038
